Author_name,topic,title,Abstract,year,Source,label
gemini,Internet of Things,Mobile Unmanned Aerial Vehicles (UAVs) for Energy-Efficient Internet of Things Communications,"This research explores the use of mobile Unmanned Aerial Vehicles (UAVs) for energy-efficient Internet of Things (IoT) communications.  The paper proposes a framework for optimizing the deployment and operation of UAVs as mobile relay stations in IoT networks. The proposed framework considers factors such as UAV energy consumption, network coverage, and data transmission rate. We analyze the performance of the proposed framework through simulations and discuss its potential for enhancing the energy efficiency and coverage of IoT networks.",2024,gemini,AI
gemini,Internet of Things,Traffic-aware Patching for Cyber Security in Mobile IoT,This paper investigates the problem of traffic-aware patching for cyber security in Mobile Internet of Things (IoT) networks. The paper proposes a novel approach that considers network traffic patterns and device mobility when deploying security patches. The proposed approach utilizes machine learning techniques to predict potential attack vectors and prioritize patching based on the risk level and network load.  We demonstrate the effectiveness of the proposed approach through simulations and discuss its potential for enhancing the resilience of Mobile IoT networks against cyberattacks.,2024,gemini,AI
gemini,Internet of Things,Phishing for Phools in the Internet of Things: Modeling One-to-Many Deception using Poisson Signaling Games,"This paper explores the phenomenon of phishing for phools in the Internet of Things (IoT), analyzing how attackers can exploit vulnerabilities in IoT devices to deceive users on a large scale. The paper models this one-to-many deception using Poisson signaling games, capturing the dynamics of attacker strategies and user behavior.  We analyze the equilibrium conditions of the game, highlighting the factors that contribute to successful phishing attacks in the IoT. The paper discusses strategies for mitigating these attacks and emphasizes the importance of user education and robust security measures.",2024,gemini,AI
gemini,Internet of Things,Chemical-disorder-caused Medium Range Order in Covalent Glass,"Chemical disorder, a prevalent feature in covalent glasses, influences their structure and properties. This research investigates the presence of medium-range order (MRO) induced by chemical disorder in covalent glasses. Using advanced simulation techniques and analysis methods, we explore the interplay between chemical disorder and MRO, revealing its impact on the material's mechanical, optical, and thermal properties. The findings offer insights into the fundamental relationship between disorder and order in glasses, paving the way for designing new materials with tailored functionalities.",2024,gemini,AI
gemini,Internet of Things,Jump detection in Besov spaces via a new BBM formula. Applications to Aviles-Giga type functionals,"This research introduces a novel Besov space-based formula for jump detection, inspired by the BBM (Besov-Burgers-Moser) formula. The formula effectively captures jumps in functions belonging to Besov spaces and provides a robust tool for analyzing functionals of Aviles-Giga type, widely used in image processing and materials science. We present theoretical results and demonstrate the effectiveness of the formula through numerical experiments, highlighting its potential applications in various fields.",2024,gemini,AI
gemini,Internet of Things,Designing Privacy-aware Internet of Things Applications,"The Internet of Things (IoT) revolution is ushering in a new era of interconnected devices, raising concerns about privacy. This research focuses on designing privacy-aware IoT applications, emphasizing the development of protocols and algorithms that safeguard sensitive user information while maintaining functionality. We explore a range of privacy-enhancing technologies, including differential privacy, homomorphic encryption, and federated learning, and analyze their effectiveness in different IoT scenarios. The proposed framework provides a comprehensive approach to designing secure and trustworthy IoT systems.",2024,gemini,AI
gemini,Internet of Things,Performance Analysis of Mixed-ADC Massive MIMO Systems over Rician Fading Channels,"Massive multiple-input multiple-output (MIMO) systems employing mixed analog-to-digital converters (ADCs) are gaining traction for their cost-effectiveness. This paper investigates the performance of such systems over Rician fading channels, focusing on analyzing the impact of mixed-ADC quantization on the system's capacity and bit error rate. Through rigorous mathematical analysis and simulations, we derive key performance metrics and provide insights into optimizing the design of mixed-ADC MIMO systems for reliable and efficient data transmission.",2024,gemini,AI
gemini,Internet of Things,Anomaly Detection and Redundancy Elimination of Big Sensor Data in Internet of Things,"The increasing volume of sensor data in IoT applications poses challenges for efficient data processing and anomaly detection. This research presents a novel framework for anomaly detection and redundancy elimination in Big Sensor Data. Our approach leverages machine learning techniques and data compression algorithms to identify outliers and reduce data redundancy, enabling faster and more efficient analysis. The proposed framework significantly improves the performance of IoT systems by reducing computational overhead and enhancing the accuracy of anomaly detection.",2024,gemini,AI
gemini,Internet of Things,Performance Optimization of Network Coding Based Communication and Reliable Storage in Internet of Things,"Network coding and reliable storage play crucial roles in enhancing the performance and reliability of IoT systems. This research explores the optimization of network coding-based communication and reliable storage in IoT environments. We propose novel algorithms and protocols that exploit the benefits of network coding to improve data transmission rates, reduce latency, and enhance data integrity. The proposed framework offers a comprehensive solution for optimizing data management in resource-constrained IoT networks.",2024,gemini,AI
gemini,Internet of Things,Dynamic Intention-Aware Recommendation System,"Recommendation systems are integral to modern online services, but often struggle to capture dynamic user intentions. This research presents a novel dynamic intention-aware recommendation system that leverages user behavior and context to provide personalized recommendations. We introduce a dynamic intention model that captures evolving user preferences and combines it with advanced machine learning algorithms to deliver accurate and relevant recommendations. The proposed system enhances the user experience and increases recommendation accuracy.",2024,gemini,AI
gemini,Internet of Things,Enriques surfaces with normal K3-like coverings,"This research explores the geometric properties of Enriques surfaces, a class of algebraic surfaces that play a significant role in algebraic geometry. We focus on the study of normal K3-like coverings of Enriques surfaces, unveiling intricate relationships between their geometry and the underlying algebraic structures. By employing advanced algebraic and geometric techniques, we shed light on the classification and properties of these coverings, contributing to a deeper understanding of the structure of Enriques surfaces.",2024,gemini,AI
gemini,Internet of Things,A Hybrid Deep Learning Architecture for Privacy-Preserving Mobile Analytics,"This research investigates a novel hybrid deep learning architecture for privacy-preserving mobile analytics. The architecture combines federated learning and homomorphic encryption techniques to enable secure data analysis on mobile devices without compromising user privacy. By distributing computations and encrypting sensitive data, the proposed architecture ensures data confidentiality while preserving the accuracy of analytics. The framework offers a promising solution for conducting privacy-preserving mobile analytics, paving the way for more secure and user-centric applications.",2024,gemini,AI
gemini,Internet of Things,The geometry of $m$-hyperconvex domains,"This research explores the geometric properties of $m$-hyperconvex domains, a class of domains in complex Euclidean space defined by a certain convexity condition. We delve into the relationship between the geometric properties of these domains and their function-theoretic aspects, investigating topics such as the existence of holomorphic functions and the behavior of boundary values. Our findings provide a deeper understanding of the geometric and functional properties of $m$-hyperconvex domains, contributing to the field of complex analysis.",2024,gemini,AI
gemini,Internet of Things,Graph of Virtual Actors (GOVA): a Big Data Analytics Architecture for IoT,"The Internet of Things (IoT) generates massive amounts of data, requiring efficient analytics architectures. This research presents Graph of Virtual Actors (GOVA), a novel Big Data Analytics architecture specifically designed for IoT applications. GOVA leverages graph-based data representation and distributed computing techniques to enable scalable and efficient data processing. The proposed architecture addresses the challenges of real-time analysis and pattern recognition in IoT environments, offering a robust platform for extracting valuable insights from Big Sensor Data.",2024,gemini,AI
gemini,Internet of Things,Localization in Long-range Ultra Narrow Band IoT Networks using RSSI,"Localization in Long-Range Ultra Narrow Band (LoRaWAN) IoT networks is crucial for various applications. This research explores the use of Received Signal Strength Indicator (RSSI) for localization in LoRaWAN networks. We develop novel algorithms and techniques that exploit the unique characteristics of LoRaWAN signals to achieve accurate and robust localization. The proposed framework addresses the challenges of long-range communication and limited bandwidth, enabling precise positioning of IoT devices in LoRaWAN networks.",2024,gemini,AI
gemini,Internet of Things,Functions that Emerge through End-to-End Reinforcement Learning - The Direction for Artificial General Intelligence -,"This research explores the nature of functions that emerge through end-to-end reinforcement learning, investigating their potential to drive the development of artificial general intelligence (AGI). We analyze the learning process and the resulting functions, identifying key properties that contribute to their effectiveness and generalization ability. The insights gained from this research provide a valuable framework for understanding the capabilities and limitations of reinforcement learning, shedding light on its potential role in the pursuit of AGI.",2024,gemini,AI
gemini,Internet of Things,"The Ohm-Rush content function II. Noetherian rings, valuation domains, and base change","This research delves into the Ohm-Rush content function, a fundamental concept in algebraic geometry. We investigate the behavior of Noetherian rings, valuation domains, and base change in relation to this function. By employing sophisticated algebraic techniques, we unveil new properties and relationships within this framework, contributing to a deeper understanding of the structure and interactions within the theory of Noetherian rings and valuation domains.",2024,gemini,AI
gemini,Internet of Things,Arithmetic properties of coefficients of power series expansion of $\prod_{n=0}^{\infty}\left(1-x^{2^{n}}\right)^{t}$ (with an Appendix by Andrzej Schinzel),"This research explores the arithmetic properties of coefficients in the power series expansion of a specific infinite product involving binomial coefficients. We employ combinatorial and number-theoretic methods to analyze the coefficients, unveiling interesting patterns and relationships. The findings contribute to the understanding of the arithmetic properties of coefficients in power series expansions and highlight connections to other areas of mathematics, such as combinatorics and number theory.",2024,gemini,AI
gemini,Internet of Things,A quantum dynamic belief decision making model,"This research introduces a quantum dynamic belief decision making model, incorporating quantum principles into the decision-making process. The model utilizes quantum superposition and entanglement to represent uncertainty and explore multiple possibilities simultaneously. By leveraging the unique features of quantum mechanics, the model offers a novel approach to decision-making under complex and uncertain conditions, potentially leading to more efficient and robust decision strategies.",2024,gemini,AI
gemini,Internet of Things,Doing Things Twice (Or Differently): Strategies to Identify Studies for Targeted Validation,"Identifying studies for targeted validation is crucial for ensuring the reliability and reproducibility of scientific findings. This research explores strategies for identifying suitable studies for validation, focusing on the concept of ""doing things twice (or differently)."" We analyze different approaches to validation, highlighting the importance of replicating studies with variations in methodology, data sources, and research contexts. The proposed strategies aim to improve the rigor and robustness of scientific research.",2024,gemini,AI
gemini,Internet of Things,Building Interoperable and Cross-Domain Semantic Web of Things Applications,"The Internet of Things (IoT) promises interconnectivity between diverse devices and platforms. This research explores the challenges and opportunities in building interoperable and cross-domain Semantic Web of Things (WoT) applications. We propose a framework for developing semantic models and ontologies that facilitate seamless data exchange between IoT devices and applications, enabling cross-domain collaboration and enhancing the functionality of WoT ecosystems.",2024,gemini,AI
gemini,Internet of Things,A spatially optimized wind tunnel,"This research investigates the design and optimization of a spatially optimized wind tunnel. We employ computational fluid dynamics (CFD) simulations and advanced optimization techniques to determine the optimal geometry and configuration of the wind tunnel, maximizing flow uniformity and reducing turbulence levels. The findings contribute to the development of highly accurate and reliable wind tunnel facilities for research and development in aerodynamics and other fields.",2024,gemini,AI
gemini,Internet of Things,Healthcare,The Internet of Battlefield Things (IoBT) is revolutionizing warfare by enabling real-time information sharing and coordinated operations. This research focuses on the design of secure and reconfigurable network architectures for critical information dissemination in IoBT environments. We propose a hybrid approach that combines traditional network protocols with advanced cryptographic techniques to ensure data security and resilience against cyberattacks. The proposed architecture provides a robust and scalable solution for managing critical information flow in IoBT environments.,2024,gemini,AI
gemini,Internet of Things,Secure and Reconfigurable Network Design for Critical Information Dissemination in the Internet of Battlefield Things (IoBT),"The Internet of Things (IoT) has the potential to transform how we live and work. This research explores the emerging concept of IoT as a ""New Global Utility,"" a decentralized network of interconnected devices that provide essential services to individuals and communities. We analyze the societal and economic implications of this concept, outlining the key challenges and opportunities in building a resilient and equitable IoT ecosystem.",2024,gemini,AI
gemini,Internet of Things,When IoT Keeps People in the Loop: A Path Towards a New Global Utility,"Dwarf irregular galaxies, like LITTLE THINGS galaxies, are intriguing objects that provide insights into the evolution of galaxies. This research focuses on understanding the nature of turbulence in these galaxies, investigating its impact on star formation and galactic dynamics. By analyzing observational data and employing numerical simulations, we aim to uncover the mechanisms driving turbulence in dwarf irregular galaxies, shedding light on their unique properties and evolution.",2024,gemini,AI
gemini,Internet of Things,The Nature of Turbulence in the LITTLE THINGS Dwarf Irregular Galaxies,"Singular solutions to elliptic equations with sign-changing nonlinearities exhibit complex and fascinating behavior. This research investigates the asymptotic profiles of these singular solutions, exploring their sharpness and dependence on the equation's parameters. By employing analytical and numerical techniques, we uncover novel insights into the structure and behavior of singular solutions, contributing to the understanding of nonlinear elliptic equations and their applications in various fields.",2024,gemini,AI
gemini,Climate Change,Examples of sharp asymptotic profiles of singular solutions to an elliptic equation with a sign-changing non-linearity,"Higgs pair production at particle colliders offers a promising channel to probe the Yukawa couplings of the Higgs boson to other particles. This research explores the potential of Higgs pair production as a signal of enhanced Yukawa couplings, analyzing its sensitivity to deviations from the Standard Model predictions. By performing detailed theoretical calculations and simulations, we assess the feasibility of using Higgs pair production as a tool to search for new physics beyond the Standard Model.",2024,gemini,AI
gemini,Climate Change,Higgs Pair Production as a Signal of Enhanced Yukawa Couplings,"Software requirements prioritization is a critical task in software development, ensuring that resources are allocated to the most critical requirements. This research presents SAFFRON, a semi-automated framework for software requirements prioritization. SAFFRON combines advanced machine learning algorithms with human expert knowledge to prioritize requirements based on their importance, urgency, and risk. The framework aims to enhance the efficiency and effectiveness of software development by optimizing the prioritization process.",2024,gemini,AI
gemini,Climate Change,SAFFRON: A Semi-Automated Framework for Software Requirements Prioritization,"Stimulated Raman scattering (SRS) can introduce significant inter-channel interference in optical communication systems, degrading signal quality. This research investigates the impact of inter-channel SRS on the Gaussian noise model, a fundamental model used in optical communication analysis. We derive a modified Gaussian noise model that incorporates the effects of inter-channel SRS, providing a more accurate representation of signal noise in the presence of this phenomenon. The findings enhance our understanding of noise behavior in optical communication systems and enable more accurate system performance predictions.",2024,gemini,AI
gemini,Climate Change,The Gaussian Noise Model in the Presence of Inter-channel Stimulated Raman Scattering,"The force of mortality, a key concept in actuarial science, is often modeled using Lévy processes. This research focuses on the problem of quickest drift change detection in a Lévy-type force of mortality model. We develop novel statistical methods and algorithms to detect abrupt changes in the drift parameter, enabling timely adjustments in risk assessment and actuarial models. The proposed framework contributes to enhancing the accuracy and responsiveness of actuarial calculations, improving risk management in insurance and finance.",2024,gemini,AI
gemini,Climate Change,Quickest drift change detection in Lévy-type force of mortality model,"Operator-valued measures (OVMs) play a crucial role in functional analysis, probability theory, and quantum mechanics. This research delves into the properties and applications of OVMs, focusing on their relationship to spectral theory and the theory of operator algebras. We explore the role of OVMs in representing and analyzing operators on Hilbert spaces, highlighting their significance in various mathematical and physical contexts.",2024,gemini,AI
gemini,Climate Change,On Operator Valued Measures,"The Quasar Main Sequence (QMS) is a fundamental relation between the luminosity and the black hole mass of quasars, offering insights into the evolution of active galactic nuclei. This research investigates the physical mechanisms driving the QMS, exploring the interplay between accretion disk physics, black hole properties, and the surrounding galactic environment. By analyzing observational data and employing theoretical models, we aim to unravel the fundamental processes that govern the QMS, shedding light on the evolution of quasars and active galactic nuclei.",2024,gemini,AI
gemini,Climate Change,What drives the Quasar Main Sequence?,"Web service workflows are often complex and require efficient optimization strategies. This research presents a novel approach that combines Blackboard systems and Dijkstra's algorithm for optimizing web service workflows. By leveraging the strengths of both approaches, the proposed method enables efficient task scheduling, resource allocation, and workflow execution, improving the performance and reliability of web service workflows.",2024,gemini,AI
gemini,Climate Change,Blackboard Meets Dijkstra for Optimization of Web Service Workflows,"Random evolving graphs are dynamic networks where nodes and edges are added or removed over time. This research investigates the behavior of pull and push&pull processes in such graphs, exploring their impact on network connectivity and information dissemination. We analyze the dynamics of these processes using mathematical models and simulations, revealing key insights into the evolution and properties of random evolving graphs.",2024,gemini,AI
gemini,Climate Change,Pull and Push&Pull in Random Evolving Graphs,"Symmetric double bubbles are minimal surfaces that enclose two regions with equal volume. This research explores the existence and properties of symmetric double bubbles in the Grushin plane, a non-Euclidean space with a degenerate metric. We employ techniques from geometric measure theory and calculus of variations to investigate the geometric properties of these bubbles, unveiling unique features and behaviors in this non-Euclidean setting.",2024,gemini,AI
gemini,Climate Change,Symmetric double bubbles in the Grushin plane,"Estimating the state of a quantum system is a fundamental task in quantum information processing. This research explores techniques for estimating Gaussian quantum states, focusing on developing efficient and accurate methods. We analyze different estimation approaches, including quantum state tomography and Bayesian inference, and evaluate their performance in terms of accuracy and resource requirements. The findings contribute to the development of robust and practical methods for quantum state estimation.",2024,gemini,AI
gemini,Climate Change,Estimation of Gaussian quantum states,"Contact angle hysteresis, the difference between advancing and receding contact angles, plays a significant role in various phenomena, such as wetting and adhesion. This research investigates the influence of magnetic field-induced contact angle hysteresis on the behavior of floating polyolefin rafts. By combining experimental observations and theoretical analysis, we explore the relationship between the applied magnetic field, contact angle hysteresis, and the stability and dynamics of floating rafts. The findings contribute to the understanding of magnetic field effects on wetting phenomena and offer potential applications in microfluidics and self-assembly.",2024,gemini,AI
gemini,Climate Change,Magnetic Field Inspired Contact Angle Hysteresis Drives Floating Polyolefin Rafts,"Image inpainting is a challenging task that aims to fill in missing parts of an image. This research presents a novel deep learning architecture for image inpainting based on stacked residual networks. The architecture leverages the power of deep convolutional neural networks and incorporates residual connections to improve the accuracy and efficiency of the inpainting process. The proposed method demonstrates superior performance in restoring missing image regions, achieving realistic and coherent inpainting results.",2024,gemini,AI
gemini,Climate Change,Deep Stacked Networks with Residual Polishing for Image Inpainting,"Segregation of group-III elements during crystal growth is a crucial process in semiconductor device fabrication. This research investigates the determination of the critical growth rate and growth temperature for group-III element segregation using a two-exchange kinetic model. We analyze the model's parameters and their influence on segregation behavior, providing insights into optimizing growth conditions to control the distribution of group-III elements in semiconductor crystals.",2024,gemini,AI
gemini,Climate Change,Determination of the critical growth rate and growth temperature for group-III elements segregation using two exchanges Kinetic Model,"PolicySpace is a novel modeling platform designed for simulating and analyzing complex policy scenarios. The platform provides a comprehensive framework for representing policy interventions, modeling their effects on various stakeholders, and evaluating their overall impact. PolicySpace leverages advanced simulation techniques and data analysis tools to enable robust policy evaluation and decision-making, supporting evidence-based policy design.",2024,gemini,AI
gemini,Climate Change,PolicySpace: a modeling platform,"Prenatal stress can have profound impacts on fetal brain development, affecting cognitive function and behavior later in life. This research investigates non-invasive biomarkers of fetal brain development that reflect prenatal stress, utilizing an integrative multi-scale multi-species perspective. We analyze data from multiple species, employing advanced data collection and analysis techniques to identify biomarkers that correlate with prenatal stress exposure. The findings contribute to the development of early intervention strategies for mitigating the long-term effects of prenatal stress.",2024,gemini,AI
gemini,Climate Change,Non-invasive biomarkers of fetal brain development reflecting prenatal stress: an integrative multi-scale multi-species perspective on data collection and analysis,"Uniform modular lattices are a class of discrete structures that exhibit unique geometric properties. This research explores the connection between uniform modular lattices and affine buildings, revealing intricate relationships between these two mathematical objects. By employing techniques from combinatorial geometry and algebraic topology, we shed light on the structure and properties of uniform modular lattices, deepening our understanding of their role in various mathematical areas.",2024,gemini,AI
gemini,Climate Change,Uniform modular lattices and affine buildings,The Parallel Random Access Machine (PRAM) is a theoretical model of parallel computation. This research investigates deterministic computations on a PRAM model with static processor and memory faults. We analyze the impact of these faults on the performance of PRAM algorithms and propose novel fault-tolerant algorithms that maintain computational efficiency despite the presence of faults. The findings contribute to the design of robust and reliable parallel computing systems.,2024,gemini,AI
gemini,Climate Change,Deterministic Computations on a PRAM with Static Processor and Memory Faults,"This research explores the mean-square approximation of iterated Ito and Stratonovich stochastic integrals of multiplicities 1 to 6 from the Taylor-Ito and Taylor-Stratonovich expansions using Legendre polynomials. We derive explicit formulas for the approximation error and analyze its convergence properties, providing a comprehensive framework for approximating stochastic integrals. The findings contribute to the development of efficient numerical methods for solving stochastic differential equations.",2024,gemini,AI
gemini,Climate Change,Mean-Square Approximation of Iterated Ito and Stratonovich Stochastic Integrals of Multiplicities 1 to 6 from the Taylor-Ito and Taylor-Stratonovich Expansions Using Legendre Polynomials,"This research investigates the vector disformal transformation of cosmological perturbations, exploring its impact on the evolution of the early universe. We analyze the effects of disformal couplings on scalar and tensor perturbations, deriving modified equations of motion and investigating their impact on cosmological observables. The findings offer insights into the potential role of disformal transformations in understanding the evolution of the early universe and explaining observed cosmological anomalies.",2024,gemini,AI
gemini,Climate Change,Vector disformal transformation of cosmological perturbations,"Analogue cosmic strings are systems that exhibit properties similar to cosmic strings, providing a laboratory for exploring fundamental physics. This research explores the manipulation of lightcone fluctuations in an analogue cosmic string, investigating the potential for controlling and engineering the propagation of light and information. By employing theoretical models and experimental simulations, we aim to unveil new possibilities for manipulating light and probing the nature of spacetime in analogue systems.",2024,gemini,AI
gemini,Climate Change,Manipulating lightcone fluctuations in an analogue cosmic string,"Emergency scenarios often require efficient crowd management and evacuation strategies. This research presents an Emotion-Based Crowd Simulation Model that incorporates physical strength consumption to enhance the realism and accuracy of simulations. The model considers the emotional state of individuals in a crowd, taking into account factors such as fear and anxiety, to provide a more comprehensive and realistic representation of crowd behavior during emergencies.",2024,gemini,AI
gemini,Climate Change,Emotion-Based Crowd Simulation Model Based on Physical Strength Consumption for Emergency Scenarios,"This research investigates quantum SU(2$|$1) supersymmetric Calogero-Moser spinning systems, exploring their properties and applications in theoretical physics. We employ techniques from quantum field theory and supersymmetry to analyze the dynamics and symmetries of these systems, unveiling novel features and potential connections to other areas of physics, such as condensed matter and string theory.",2024,gemini,AI
gemini,Climate Change,Quantum SU(2$|$1) supersymmetric Calogero-Moser spinning systems,"Action recognition, the task of identifying actions performed in videos, is a fundamental problem in computer vision. This research presents a unified method for both first and third person action recognition, combining the strengths of different approaches to achieve high accuracy and generalizability. The proposed method leverages multi-modal data, including visual and auditory information, to improve the robustness and accuracy of action recognition, enabling more comprehensive and efficient analysis of video content.",2024,gemini,AI
gemini,Climate Change,A Unified Method for First and Third Person Action Recognition,"WZ Sagittae is a binary star system exhibiting unusual orbital period changes. This research investigates the causes of these period changes, employing advanced astronomical observations and theoretical models. We analyze the system's dynamics, considering factors such as mass transfer, tidal interactions, and magnetic activity, to understand the underlying mechanisms driving the observed period variations. The findings contribute to our understanding of binary star evolution and the complex interactions within star systems.",2024,gemini,AI
gemini,Climate Change,Orbital Period Changes in WZ Sagittae,"This research explores the use of Fractional Local Neighborhood Intensity Pattern (FLNIP) for image retrieval, leveraging the power of genetic algorithms. We propose a novel image retrieval method that combines FLNIP with genetic algorithms to efficiently search for similar images in large datasets. The proposed method demonstrates improved retrieval accuracy and efficiency compared to traditional approaches, enabling more effective image search and analysis.",2024,gemini,AI
gemini,Climate Change,Fractional Local Neighborhood Intensity Pattern for Image Retrieval using Genetic Algorithm,"Multidimensional data sequences are prevalent in various fields, requiring efficient analysis and interpretation. This research introduces the concept of Point Divergence Gain (PDG) for analyzing multidimensional data sequences. PDG measures the information gain between consecutive points in the sequence, providing insights into the dynamics and patterns within the data. The proposed method offers a powerful tool for understanding complex multidimensional data sequences, enabling more effective data analysis and decision-making.",2024,gemini,AI
gemini,Climate Change,Radiation Forces and the Abraham-Minkowski Problem,The Abraham-Minkowski problem concerns the momentum of light in a material medium. This paper reviews the history of the problem and presents a modern perspective based on the principles of electromagnetism and relativity. The paper also discusses the implications of the problem for the interpretation of the momentum of light and for the development of new optical devices.,2024,gemini,AI
gemini,Climate Change,First-principles study of the effects of electron-phonon coupling on the thermoelectric properties: a case study of SiGe compound,"This work presents a first-principles study of the effects of electron-phonon coupling on the thermoelectric properties of SiGe compounds. Using density functional theory and the Boltzmann transport equation, we investigate the influence of electron-phonon interactions on the electronic band structure, electrical conductivity, and Seebeck coefficient. Our results reveal a significant role of electron-phonon coupling in enhancing the thermoelectric performance of SiGe alloys, highlighting its potential for advanced thermoelectric applications.",2024,gemini,AI
gemini,Climate Change,Abrupt transitions in collaborative social networks,"Collaborative social networks are characterized by the interdependence of individuals for achieving common goals. This paper examines abrupt transitions in such networks, focusing on the dynamics of cooperation and the emergence of collective behavior. Using computational models and network analysis techniques, we demonstrate how changes in network structure, individual strategies, or external factors can trigger sudden shifts in collaboration patterns, leading to either enhanced productivity or network disintegration.",2024,gemini,AI
gemini,Climate Change,Essential dimension of finite groups in prime characteristic,"The essential dimension of a finite group is a fundamental invariant that quantifies the complexity of its representation theory. This paper investigates the essential dimension of finite groups in prime characteristic, a setting where the representation theory becomes significantly more intricate. We develop new techniques for computing the essential dimension in this context, providing concrete bounds and characterizing the structure of groups with low essential dimension. Our results shed light on the interplay between group structure and representation theory in prime characteristic.",2024,gemini,AI
gemini,Climate Change,Contingency Analysis of Power Networks : A System Theoretic Approach,"This paper presents a system-theoretic approach to contingency analysis of power networks, focusing on the identification and evaluation of potential disruptions and their impact on system stability. We develop a framework that combines graph theory, dynamic systems analysis, and optimal control techniques to analyze the vulnerability of power networks to various disturbances. This approach enables us to identify critical components, quantify the resilience of the network, and propose strategies for enhancing system reliability and security.",2024,gemini,AI
gemini,Climate Change,Particle Clustering Machine: A Dynamical System Based Approach,"This work introduces the Particle Clustering Machine (PCM), a novel approach to unsupervised learning based on dynamical systems theory. PCM utilizes a set of interacting particles to represent data points, where the dynamics of the system drive the particles to cluster based on inherent patterns in the data. The proposed framework offers several advantages over traditional clustering algorithms, including robustness to noise, ability to handle complex data structures, and the capability of discovering hierarchical clusters.",2024,gemini,AI
gemini,Climate Change,The Astrobiology of the Anthropocene,"The Anthropocene, the current geological epoch marked by significant human influence on Earth's systems, presents unprecedented challenges and opportunities for astrobiology. This paper explores the astrobiological implications of the Anthropocene, considering its impacts on planetary habitability, the search for extraterrestrial life, and the potential for future space exploration. We discuss the ethical considerations of shaping the biosphere and the need for a comprehensive understanding of the interconnectedness of life and the cosmos.",2024,gemini,AI
gemini,Climate Change,Principles of Neuromorphic Photonics,"Neuromorphic photonics aims to emulate biological neural networks using optical devices and circuits. This paper presents an overview of the principles of neuromorphic photonics, covering key concepts such as light propagation, optical nonlinearity, and photonic device design. We discuss the advantages of using light for neural computation, including high speed, low energy consumption, and parallel processing capabilities. The paper also explores potential applications of neuromorphic photonics in areas such as image recognition, machine learning, and artificial intelligence.",2024,gemini,AI
gemini,Climate Change,"Nonperturbative study of dynamical SUSY breaking in $\mathcal{N} = (2, 2)$ Yang-Mills","Supersymmetry (SUSY) is a theoretical framework that postulates a symmetry between bosons and fermions. This paper investigates dynamical SUSY breaking in N=(2,2) Yang-Mills theory using nonperturbative methods. We employ lattice gauge theory simulations to explore the vacuum structure and dynamics of the theory, focusing on the mechanism by which SUSY is spontaneously broken. Our findings provide insights into the nonperturbative aspects of SUSY breaking and their implications for model building in particle physics.",2024,gemini,AI
gemini,Climate Change,Nonmonotonic Aging and Memory in a Frictional Interface,"The aging of a frictional interface can exhibit nonmonotonic behavior, characterized by an initial increase in friction followed by a decrease. This paper investigates the underlying mechanisms of this phenomenon through a theoretical model and experimental validation. We demonstrate that the nonmonotonic aging arises from the interplay between surface roughness, contact area evolution, and the formation of wear debris. The results provide a comprehensive understanding of the complex dynamics of friction and its implications for material science and engineering applications.",2024,gemini,AI
gemini,Climate Change,Romans Supergravity from Five-Dimensional Holograms,This paper explores the connection between Romans supergravity in four dimensions and five-dimensional holograms. We demonstrate how the bosonic sector of Romans supergravity can be obtained from a five-dimensional theory through dimensional reduction and holography. This approach provides a new perspective on the structure of supergravity theories and reveals a deeper connection between string theory and quantum gravity.,2024,gemini,AI
gemini,Climate Change,Higher order $\Sc^2$-differentiability and application to Koplienko trace formula,The Koplienko trace formula is a powerful tool for analyzing the spectral properties of self-adjoint operators. This paper investigates the higher-order $Sc^2$-differentiability of operators and its application to the Koplienko trace formula. We develop a framework for studying the differentiability of operators in terms of their Schatten norms and establish new results on the validity of the trace formula for higher-order differentiable operators. Our findings have implications for spectral theory and the study of operator algebras.,2024,gemini,AI
gemini,Climate Change,Foreign Portfolio Investment and Economy: The Network Perspective,"Foreign portfolio investment (FPI) plays a significant role in shaping the global economy. This paper analyzes the impact of FPI on economic growth from a network perspective. We utilize network analysis techniques to investigate the interdependencies between different countries and their FPI flows. Our findings reveal the existence of interconnectedness and systemic risk within the global financial system, highlighting the importance of understanding network structures for informed policy decisions.",2024,gemini,AI
gemini,Climate Change,APEx: Accuracy-Aware Differentially Private Data Exploration,"This paper introduces APEx, an accuracy-aware differentially private data exploration system designed to provide insights from sensitive datasets while preserving user privacy. APEx utilizes differential privacy mechanisms to ensure that individual data points are not revealed while simultaneously preserving the statistical properties of the data. The system offers a range of exploration tools, including query processing, data visualization, and model training, enabling users to gain meaningful insights without compromising privacy.",2024,gemini,AI
gemini,Climate Change,Threat Modeling Data Analysis in Socio-technical Systems,"Threat modeling is a crucial aspect of cybersecurity, involving the identification and analysis of potential threats to a system. This paper focuses on data analysis in threat modeling, specifically for socio-technical systems. We present a framework for analyzing data from diverse sources, such as user behavior, network activity, and organizational processes, to identify and prioritize threats. This approach enables a more comprehensive and data-driven approach to threat modeling, enhancing the effectiveness of security measures.",2024,gemini,AI
